18;0;-2;17
32;0;0;13;21;0;0;13;21
33;13;0;13;21;0;0;13;21
34;26;0;13;21;0;0;13;21
35;39;0;13;21;0;0;13;21
36;52;0;13;21;0;0;13;21
37;65;0;13;21;0;0;13;21
38;78;0;13;21;0;0;13;21
39;91;0;13;21;0;0;13;21
40;104;0;13;21;0;0;13;21
41;117;0;13;21;0;0;13;21
42;130;0;13;21;0;0;13;21
43;143;0;13;21;0;0;13;21
44;156;0;13;21;0;0;13;21
45;169;0;13;21;0;0;13;21
46;182;0;13;21;0;0;13;21
47;195;0;13;21;0;0;13;21
48;208;0;13;21;0;0;13;21
49;221;0;13;21;0;0;13;21
50;234;0;13;21;0;0;13;21
51;247;0;13;21;0;0;13;21
52;260;0;13;21;0;0;13;21
53;273;0;13;21;0;0;13;21
54;286;0;13;21;0;0;13;21
55;299;0;13;21;0;0;13;21
56;312;0;13;21;0;0;13;21
57;325;0;13;21;0;0;13;21
58;338;0;13;21;0;0;13;21
59;351;0;13;21;0;0;13;21
60;364;0;13;21;0;0;13;21
61;377;0;13;21;0;0;13;21
62;390;0;13;21;0;0;13;21
63;403;0;13;21;0;0;13;21
64;416;0;13;21;0;0;13;21
65;429;0;13;21;0;0;13;21
66;442;0;13;21;0;0;13;21
67;455;0;13;21;0;0;13;21
68;468;0;13;21;0;0;13;21
69;481;0;13;21;0;0;13;21
70;494;0;13;21;0;0;13;21
71;507;0;13;21;0;0;13;21
72;520;0;13;21;0;0;13;21
73;533;0;13;21;0;0;13;21
74;546;0;13;21;0;0;13;21
75;559;0;13;21;0;0;13;21
76;572;0;13;21;0;0;13;21
77;585;0;13;21;0;0;13;21
78;598;0;13;21;0;0;13;21
79;611;0;13;21;0;0;13;21
80;624;0;13;21;0;0;13;21
81;637;0;13;21;0;0;13;21
82;650;0;13;21;0;0;13;21
83;663;0;13;21;0;0;13;21
84;676;0;13;21;0;0;13;21
85;689;0;13;21;0;0;13;21
86;702;0;13;21;0;0;13;21
87;715;0;13;21;0;0;13;21
88;728;0;13;21;0;0;13;21
89;741;0;13;21;0;0;13;21
90;754;0;13;21;0;0;13;21
91;767;0;13;21;0;0;13;21
92;780;0;13;21;0;0;13;21
93;793;0;13;21;0;0;13;21
94;806;0;13;21;0;0;13;21
95;819;0;13;21;0;0;13;21
